%_UTC,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019-11-12 13:35:42.500,-44.82672967600001,-65.73057353899999,29.9809,2,7,0.1702,0.179,0.395,-0.163,0.1634,-0.175,0.1,1.0
2019-11-12 13:35:43.000,-44.826730223999995,-65.73055627800001,29.857,2,7,0.1698,0.1787,0.3952,-0.1627,0.1631,-0.1746,-0.0,1.0
2019-11-12 13:35:47.000,-44.826705981,-65.730396184,28.1089,2,7,0.1693,0.1788,0.3968,-0.1625,0.1642,-0.1746,-0.0,1.0
2019-11-12 13:35:47.500,-44.82670468,-65.730374615,28.3843,2,5,0.182,0.194,0.4075,-0.1773,0.1837,-0.1911,0.1,1.1
2019-11-12 13:35:48.000,-44.826698048000004,-65.730359978,27.8242,2,5,0.1821,0.1941,0.4077,-0.1774,0.1837,-0.191,-0.0,1.0
2019-11-12 13:35:48.500,-44.826711635,-65.730317295,30.4982,2,5,0.1441,0.1654,0.3342,-0.1415,0.072,-0.0866,0.1,1.0
2019-11-12 13:35:49.000,-44.82670744,-65.73030155,30.5089,2,5,0.1441,0.1654,0.3344,-0.1415,0.0717,-0.0863,-0.0,1.2
2019-11-12 13:35:49.500,-44.826692353,-65.730277873,33.2926,1,5,0.1286,0.1368,0.1797,-0.1315,0.1499,-0.1403,-0.1,7.9
2019-11-12 13:35:50.000,-44.826697776,-65.730271609,30.5261,2,5,0.129,0.1423,0.4361,-0.1184,0.0481,-0.1176,-0.0,1.0
2019-11-12 13:35:50.500,-44.826693088,-65.730256767,30.1464,2,5,0.1289,0.1422,0.4361,-0.1183,0.0489,-0.1176,0.1,1.0
2019-11-12 13:35:51.000,-44.826692056999995,-65.73023444399999,30.8664,2,6,0.127,0.1395,0.4339,-0.1157,0.0356,-0.1133,-0.0,1.1
2019-11-12 13:35:51.500,-44.826685401000006,-65.730220284,30.3983,2,7,0.1245,0.1363,0.4333,-0.1125,0.0325,-0.1122,0.1,1.0
2019-11-12 13:35:52.000,-44.826680363,-65.730202588,30.6259,2,7,0.1242,0.1363,0.4331,-0.1126,0.0307,-0.1128,-0.0,2.0
2019-11-12 13:35:52.500,-44.826672206000005,-65.730184371,31.1083,2,7,0.1153,0.123,0.1579,-0.1185,0.1357,-0.1286,0.1,4.1
2019-11-12 13:35:53.000,-44.82664797,-65.730185494,26.9021,1,7,0.2013,0.2151,0.2711,-0.2074,0.2374,-0.2264,-0.0,4.9
2019-11-12 13:35:53.500,-44.826659073,-65.730146848,28.9292,2,7,0.1244,0.1363,0.4346,-0.1125,0.0354,-0.1116,0.1,2.0
2019-11-12 13:35:54.000,-44.826654014,-65.73012404,29.3312,2,7,0.1245,0.1366,0.4348,-0.1127,0.0367,-0.1117,-0.0,2.4
2019-11-12 13:35:54.500,-44.826639035,-65.73011761,28.0663,2,6,0.13,0.1395,0.4464,-0.1176,0.0763,-0.1304,0.1,1.2
2019-11-12 13:35:55.000,-44.826633731,-65.730098877,28.5249,2,6,0.1293,0.1386,0.4467,-0.1168,0.0757,-0.13,-0.0,1.0
2019-11-12 13:35:55.500,-44.826627832,-65.73008036600001,28.1186,2,6,0.1292,0.1386,0.4467,-0.1167,0.0757,-0.1297,0.1,1.2
2019-11-12 13:35:56.000,-44.82662319,-65.730061563,28.0489,2,5,0.1324,0.1426,0.448,-0.1208,0.0822,-0.1329,-0.0,1.0
2019-11-12 13:35:56.500,-44.826617481999996,-65.730045198,27.9301,2,7,0.1281,0.1371,0.4448,-0.1153,0.0699,-0.1264,0.1,1.2
2019-11-12 13:35:57.000,-44.82661503600001,-65.73002487800001,27.7128,2,7,0.128,0.1371,0.4451,-0.1152,0.0697,-0.1261,-0.0,1.1
2019-11-12 13:35:57.500,-44.826609032,-65.73000828100001,27.3161,2,7,0.1279,0.137,0.4454,-0.1152,0.0702,-0.126,0.1,1.0
2019-11-12 13:35:58.000,-44.826597876,-65.729985028,30.7738,1,7,0.0105,0.0084,0.0332,0.0072,0.0113,0.0126,-0.0,3.3
2019-11-12 13:35:58.500,-44.826600076999995,-65.729976564,28.1249,2,7,0.1278,0.1371,0.4462,-0.1152,0.0707,-0.1257,0.1,1.0
2019-11-12 13:35:59.000,-44.826602672,-65.72994933,29.1167,2,6,0.2262,0.2302,0.5558,-0.2189,0.2705,-0.2864,-0.0,1.0
2019-11-12 13:35:59.500,-44.826592835,-65.729938779,27.1702,2,7,0.1403,0.1598,0.6541,-0.1274,-0.1397,-0.1481,0.1,1.0
2019-11-12 13:36:00.000,-44.826590101,-65.729918768,26.9192,2,6,0.1616,0.1956,0.6622,-0.1592,-0.1746,-0.1179,-0.0,1.0
2019-11-12 13:36:02.000,-44.82657051,-65.72985221100001,26.6632,2,6,0.1612,0.1956,0.6625,-0.1592,-0.1743,-0.1178,-0.0,1.0
2019-11-12 13:36:02.500,-44.82656480399999,-65.72983736100001,27.0769,2,6,0.1612,0.1954,0.6635,-0.159,-0.1739,-0.1164,0.1,1.0
2019-11-12 13:36:03.000,-44.826560719,-65.729820292,27.8811,2,6,0.1611,0.1953,0.664,-0.1589,-0.1737,-0.116,-0.0,1.0
2019-11-12 13:36:04.500,-44.82654286100001,-65.729772666,26.2043,2,7,0.1396,0.1594,0.6571,-0.1274,-0.1387,-0.1443,0.1,1.0
2019-11-12 13:36:05.000,-44.826541911999996,-65.729748657,25.5695,2,7,0.136,0.2076,0.9378,-0.1404,-0.3512,0.1281,-0.0,1.0
2019-11-12 13:36:05.500,-44.826539765,-65.72973370300001,28.897,2,7,0.156,0.1727,0.6198,-0.1489,-0.0416,-0.1529,0.1,1.0
2019-11-12 13:36:06.000,-44.826535867,-65.729718244,28.8595,2,6,0.1604,0.178,0.6206,-0.1543,-0.0235,-0.1558,-0.0,1.3
2019-11-12 13:36:06.500,-44.826531247,-65.729706166,28.7104,2,6,0.1603,0.1779,0.6211,-0.1543,-0.0188,-0.1558,0.1,2.8
2019-11-12 13:36:07.000,-44.826528972,-65.72969597699999,28.1985,1,6,0.1485,0.1038,0.6542,-0.1222,0.2593,-0.3102,-0.0,5.2
2019-11-12 13:36:07.500,-44.826535316000005,-65.729663027,35.1843,2,6,0.3476,0.3338,0.7334,-0.2886,0.3592,-0.1829,0.1,1.0
2019-11-12 13:36:08.000,-44.826506869,-65.72970296,31.8241,2,7,0.2997,0.2776,0.7103,-0.225,0.3082,-0.0333,-0.0,1.1
2019-11-12 13:36:08.500,-44.826505557,-65.729706959,30.823,2,6,0.3115,0.3185,0.7695,-0.2549,0.3778,-0.178,0.1,2.8
2019-11-12 13:36:09.000,-44.826517105,-65.729689667,32.1181,2,6,0.3114,0.3186,0.7695,-0.2549,0.378,-0.1781,-0.0,1.0
2019-11-12 13:36:09.500,-44.826532934,-65.729646799,40.9206,1,6,0.0205,0.0124,0.0386,0.0146,-0.0067,-0.0134,0.1,3.8
2019-11-12 13:36:10.000,-44.826515528,-65.72969169699999,32.488,2,7,0.2087,0.1717,0.6684,-0.0607,0.2078,0.224,-0.0,1.4
2019-11-12 13:36:10.500,-44.826512023,-65.729705501,28.3686,1,7,0.0205,0.0124,0.0386,0.0146,-0.0067,-0.0134,-0.1,9.4
2019-11-12 13:36:11.000,-44.826514531,-65.72970798,27.5722,1,6,0.0205,0.0124,0.0385,0.0146,-0.0066,-0.0133,-0.0,7.7
2019-11-12 13:36:11.500,-44.826515612,-65.729693126,31.6382,2,6,0.2087,0.1756,0.6821,-0.0585,0.2199,0.2258,0.1,1.4
2019-11-12 13:36:12.000,-44.826510307,-65.729685425,34.7385,1,6,0.0204,0.0124,0.0385,0.0145,-0.0065,-0.0132,-0.0,4.3
2019-11-12 13:36:12.500,-44.826514247,-65.729696089,31.2537,2,7,0.2086,0.1716,0.6706,-0.0596,0.2077,0.2247,0.1,1.3
2019-11-12 13:36:13.000,-44.826499035,-65.72971902399999,29.2002,2,7,0.232,0.1981,0.643,-0.1166,0.1847,0.2401,-0.0,1.2
2019-11-12 13:36:13.500,-44.826497567,-65.729718976,29.6175,2,7,0.2319,0.1978,0.6433,-0.1162,0.1848,0.2403,0.1,1.7
2019-11-12 13:36:14.000,-44.826505092,-65.729704562,27.1213,2,6,0.2148,0.2181,0.8126,-0.0819,-0.0886,0.2199,-0.0,1.1
2019-11-12 13:36:14.500,-44.826506648,-65.729698463,26.2963,2,6,0.2147,0.2174,0.8122,-0.0809,-0.0847,0.2194,0.1,1.1
2019-11-12 13:36:15.000,-44.826504635,-65.729700434,25.0,2,6,0.2146,0.2168,0.8119,-0.0801,-0.0814,0.2191,-0.0,1.4
2019-11-12 13:36:15.500,-44.826504068,-65.729698465,25.674,1,7,0.0145,0.0287,0.1049,-0.0137,0.0531,-0.0278,0.1,5.5
2019-11-12 13:36:16.000,-44.826519778000005,-65.729681532,28.1567,2,7,0.3005,0.2902,0.8699,-0.2199,0.2377,-0.1489,-0.0,1.1
