%_UTC,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019-11-12 13:34:07.500,-44.826893712,-65.734489995,32.3439,2,7,0.0693,0.0574,0.323,0.0092,-0.0809,-0.0586,0.1,2.0
2019-11-12 13:34:08.000,-44.826868608999995,-65.734495588,32.0648,2,7,0.0693,0.0573,0.3215,0.0084,-0.08,-0.0574,-0.0,1.5
2019-11-12 13:34:08.500,-44.82684669100001,-65.73449814899999,32.0611,2,7,0.0693,0.0572,0.3209,0.0081,-0.0794,-0.0566,0.1,1.1
2019-11-12 13:34:09.000,-44.826826425,-65.734497141,32.1891,2,7,0.0694,0.0572,0.3207,0.0081,-0.0789,-0.0553,-0.0,1.3
2019-11-12 13:34:09.500,-44.826808995,-65.73449238399999,32.2602,2,7,0.0691,0.0572,0.3202,0.007,-0.0792,-0.0557,0.1,1.2
2019-11-12 13:34:10.000,-44.826793206000005,-65.73448467600001,32.1558,2,7,0.069,0.0571,0.3208,0.0063,-0.0787,-0.0561,-0.0,1.0
2019-11-12 13:34:10.500,-44.826778303000005,-65.734474075,31.7236,2,7,0.0691,0.0571,0.3208,0.0069,-0.0787,-0.0557,0.1,1.1
2019-11-12 13:34:11.000,-44.82676596899999,-65.734462058,31.9904,2,7,0.0691,0.0571,0.321,0.007,-0.0785,-0.0556,-0.0,2.1
2019-11-12 13:34:11.500,-44.826757823,-65.734448222,32.188,2,7,0.0692,0.0571,0.3211,0.0071,-0.0784,-0.0553,0.1,1.9
2019-11-12 13:34:12.000,-44.826752258999996,-65.734434288,32.3814,2,7,0.0693,0.0572,0.3213,0.0075,-0.0783,-0.0548,-0.0,2.4
2019-11-12 13:34:12.500,-44.826721621000004,-65.73440463,36.3565,1,7,0.0096,0.0079,0.0317,0.0062,0.0112,0.0126,0.1,3.1
2019-11-12 13:34:13.000,-44.826746568000004,-65.734413098,32.4342,2,7,0.0705,0.0592,0.3241,-0.0092,-0.0793,-0.0517,-0.0,1.1
2019-11-12 13:34:13.500,-44.826744668,-65.734403867,32.5463,2,7,0.0705,0.0592,0.3242,-0.0095,-0.0794,-0.0516,0.1,1.2
2019-11-12 13:34:14.000,-44.826744399,-65.734391608,32.8289,2,7,0.2213,0.213,0.388,-0.2074,0.193,-0.2176,-0.0,1.1
2019-11-12 13:34:14.500,-44.826741605,-65.734380398,32.597,2,7,0.2212,0.213,0.388,-0.2074,0.1929,-0.2174,0.1,1.2
2019-11-12 13:34:15.000,-44.82673458,-65.734373389,31.7793,2,7,0.2681,0.2586,0.4192,-0.2554,0.2458,-0.2669,-0.0,1.2
2019-11-12 13:34:15.500,-44.826744983999994,-65.734341191,32.994,2,7,0.268,0.2587,0.4195,-0.2554,0.2459,-0.2669,0.1,1.3
2019-11-12 13:34:16.000,-44.82673264899999,-65.73436779,43.3656,2,7,0.2751,0.3055,1.3167,-0.2346,-0.3773,-0.3865,-0.0,1.0
2019-11-12 13:34:16.500,-44.826723825,-65.73435359,40.1844,2,7,0.275,0.3055,1.317,-0.2346,-0.3772,-0.3862,0.1,1.1
2019-11-12 13:34:17.000,-44.826718369,-65.73433098699999,35.7008,2,7,0.2214,0.2176,0.5135,-0.2055,0.1509,-0.2301,-0.0,1.0
2019-11-12 13:34:17.500,-44.826717626000004,-65.73431277899999,35.237,2,7,0.2214,0.2176,0.5137,-0.2055,0.1515,-0.2303,0.1,1.5
2019-11-12 13:34:18.000,-44.826712645,-65.73429951,34.332,2,7,0.2681,0.2625,0.5374,-0.2538,0.2149,-0.2774,-0.0,1.2
2019-11-12 13:34:18.500,-44.826719138,-65.734271135,35.218,2,7,0.268,0.2625,0.5374,-0.2538,0.2151,-0.2774,0.1,1.2
2019-11-12 13:34:19.000,-44.826728171000006,-65.734262977,32.4599,1,7,0.0605,0.1378,0.3787,-0.0891,-0.2253,0.15,-0.0,8.3
2019-11-12 13:34:19.500,-44.826715369,-65.734234506,34.2369,2,7,0.1506,0.1506,0.4846,-0.1295,-0.0598,-0.1595,0.1,1.0
2019-11-12 13:34:20.000,-44.826715822,-65.734214164,34.5928,2,7,0.1505,0.1505,0.4847,-0.1295,-0.0596,-0.1595,-0.0,1.3
2019-11-12 13:34:20.500,-44.826691968,-65.734177251,38.4062,1,7,0.0721,0.166,0.4553,-0.1075,-0.2723,0.18,0.1,18.9
2019-11-12 13:34:21.000,-44.82671559600001,-65.734172771,34.39,2,7,0.1505,0.1506,0.4849,-0.1295,-0.0591,-0.1595,-0.0,1.0
2019-11-12 13:34:21.500,-44.82671533600001,-65.734152706,34.4647,2,7,0.1506,0.1507,0.485,-0.1296,-0.0588,-0.1596,0.1,1.2
2019-11-12 13:34:22.000,-44.82672177600001,-65.734144696,30.4548,1,7,0.0804,0.186,0.5099,-0.1207,-0.3056,0.2015,-0.0,3.3
2019-11-12 13:34:22.500,-44.826709528,-65.734114688,32.8407,2,7,0.1501,0.1556,0.4756,-0.1323,-0.0831,-0.1448,0.1,1.1
2019-11-12 13:34:23.000,-44.82670976399999,-65.73409275,32.9665,2,7,0.15,0.1556,0.4758,-0.1323,-0.0833,-0.1447,-0.0,1.1
2019-11-12 13:34:23.500,-44.826688685,-65.734057479,37.3349,1,7,0.0592,0.1338,0.3691,-0.0867,-0.219,0.1465,0.1,24.5
2019-11-12 13:34:24.000,-44.826688467,-65.734033973,37.0351,1,7,0.0567,0.1275,0.3522,-0.0827,-0.2085,0.1399,-0.0,6.5
2019-11-12 13:34:24.500,-44.826705583,-65.73403036,33.8756,2,7,0.1646,0.2102,0.569,-0.1654,-0.23,0.0571,0.1,1.1
2019-11-12 13:34:25.000,-44.826706878,-65.73400289199999,33.5804,2,7,0.2211,0.2249,0.6727,-0.2025,-0.0194,-0.2483,-0.0,1.0
2019-11-12 13:34:25.500,-44.826707168,-65.733977602,33.5883,2,7,0.2211,0.2249,0.6728,-0.2025,-0.0166,-0.2484,0.1,1.0
2019-11-12 13:34:26.000,-44.826713403,-65.733943827,34.7524,2,7,0.1752,0.1824,0.6575,-0.1526,-0.1383,-0.2058,-0.0,1.7
2019-11-12 13:34:26.500,-44.826696414,-65.733906232,38.5358,1,7,0.0187,0.0174,0.0705,-0.0083,0.0111,0.0331,0.1,5.1
2019-11-12 13:34:27.000,-44.826711386999996,-65.73389176399999,33.3898,2,7,0.175,0.1823,0.658,-0.1525,-0.1383,-0.2055,-0.0,1.4
2019-11-12 13:34:27.500,-44.826711092,-65.73386702,33.371,2,7,0.175,0.1824,0.6584,-0.1526,-0.1384,-0.2054,0.1,1.3
2019-11-12 13:34:28.000,-44.82671332100001,-65.733851742,39.5275,2,7,0.219,0.2128,0.3593,-0.2073,0.2041,-0.215,-0.0,1.0
2019-11-12 13:34:28.500,-44.826712638000004,-65.733827683,39.1205,2,7,0.219,0.2127,0.3597,-0.2073,0.2045,-0.2153,0.1,1.0
2019-11-12 13:34:29.000,-44.826724123000005,-65.733788064,40.5154,2,6,0.241,0.2364,0.3819,-0.231,0.2348,-0.2438,-0.0,1.0
2019-11-12 13:34:29.500,-44.826723558999994,-65.733765732,40.3675,2,6,0.241,0.2364,0.3824,-0.231,0.2352,-0.2441,0.1,1.0
2019-11-12 13:34:30.000,-44.826723221,-65.733743746,40.219,2,6,0.2326,0.2277,0.3737,-0.2222,0.224,-0.2333,-0.0,1.1
2019-11-12 13:34:30.500,-44.826725976999995,-65.733719119,40.4314,2,7,0.2252,0.2198,0.3664,-0.2142,0.2141,-0.224,0.1,1.0
2019-11-12 13:34:31.000,-44.826724988,-65.733700791,40.3044,2,7,0.265,0.2589,0.3945,-0.2549,0.2567,-0.2658,-0.0,1.1
2019-11-12 13:34:31.500,-44.826725791,-65.73368034,40.4173,2,7,0.2649,0.2589,0.3946,-0.2549,0.2568,-0.2658,0.1,1.1
2019-11-12 13:34:32.000,-44.826723088,-65.733664316,39.8261,2,7,0.2184,0.213,0.3598,-0.2071,0.2052,-0.2153,-0.0,1.1
2019-11-12 13:34:32.500,-44.826730534,-65.733659706,36.8052,1,7,0.3679,0.3619,0.4047,-0.3645,0.3797,-0.3812,-0.1,4.0
2019-11-12 13:34:33.000,-44.826706189,-65.733617719,40.7358,1,7,0.3677,0.3619,0.405,-0.3644,0.3798,-0.3812,-0.0,4.7
2019-11-12 13:34:33.500,-44.826730743,-65.73362350800001,36.579,1,7,0.3676,0.362,0.4053,-0.3644,0.38,-0.3813,-0.1,10.0
2019-11-12 13:34:34.000,-44.826714071000005,-65.733601668,38.3762,2,7,0.2599,0.256,0.2868,-0.2577,0.2688,-0.2697,-0.0,26.8
2019-11-12 13:34:34.500,-44.826722583999995,-65.733600881,35.4704,1,7,0.3674,0.3621,0.4059,-0.3644,0.3804,-0.3815,-0.1,52.0
2019-11-12 13:34:35.000,-44.826723713,-65.733581883,35.4668,1,7,0.3672,0.3621,0.4063,-0.3643,0.3806,-0.3816,-0.0,6.9
2019-11-12 13:34:35.500,-44.826708087,-65.733562599,37.2479,2,7,0.2642,0.2592,0.3957,-0.2547,0.258,-0.2662,0.1,1.0
2019-11-12 13:34:36.000,-44.826703136000006,-65.733550809,36.4265,2,7,0.2641,0.2592,0.3959,-0.2547,0.2581,-0.2662,-0.0,1.2
2019-11-12 13:34:36.500,-44.826707533000004,-65.733526653,36.8464,2,7,0.264,0.2592,0.396,-0.2547,0.2583,-0.2662,0.1,2.2
2019-11-12 13:34:37.000,-44.826692664,-65.73350498399999,39.2801,1,7,0.3667,0.3623,0.4075,-0.3641,0.3813,-0.3819,-0.0,6.8
2019-11-12 13:34:37.500,-44.826703476999995,-65.733494317,36.2642,2,7,0.2176,0.2132,0.361,-0.2069,0.2066,-0.2156,0.1,2.7
2019-11-12 13:34:38.000,-44.826704547,-65.733474323,36.2841,2,7,0.2175,0.2132,0.3612,-0.2069,0.2068,-0.2157,-0.0,1.4
2019-11-12 13:34:38.500,-44.826700949,-65.733460279,35.9983,2,7,0.2637,0.2594,0.3967,-0.2546,0.2588,-0.2664,0.1,1.0
2019-11-12 13:34:39.000,-44.826706016,-65.733435479,36.5614,2,7,0.2636,0.2594,0.3969,-0.2545,0.2589,-0.2664,-0.0,1.6
2019-11-12 13:34:39.500,-44.82671130600001,-65.73342454899999,34.061,1,7,0.3661,0.3626,0.4091,-0.364,0.3822,-0.3824,-0.1,6.1
2019-11-12 13:34:40.000,-44.826701096,-65.733399587,35.6504,2,7,0.1642,0.1627,0.1874,-0.1631,0.1714,-0.1703,-0.0,19.0
2019-11-12 13:34:40.500,-44.826704863,-65.73339007199999,34.0412,1,7,0.2121,0.2102,0.2439,-0.2105,0.2214,-0.2195,-0.1,4.3
2019-11-12 13:34:41.000,-44.826695592,-65.733359263,35.2644,2,7,0.1713,0.1675,0.3308,-0.1585,0.1534,-0.1642,-0.0,1.6
2019-11-12 13:34:41.500,-44.826692528,-65.733337747,34.9739,2,7,0.1713,0.1676,0.3309,-0.1586,0.1536,-0.1642,0.1,2.4
2019-11-12 13:34:42.000,-44.826683715,-65.73332681699999,34.026,2,7,0.2169,0.2135,0.3625,-0.2067,0.2077,-0.2159,-0.0,1.3
2019-11-12 13:34:42.500,-44.826681946,-65.733305345,34.1103,2,7,0.2169,0.2135,0.3626,-0.2067,0.2078,-0.2159,0.1,1.2
2019-11-12 13:34:43.000,-44.826677612,-65.73327305,34.9414,1,7,0.3651,0.3629,0.4113,-0.3636,0.3834,-0.3829,-0.0,15.7
2019-11-12 13:34:43.500,-44.826676907,-65.73324847100001,35.0477,1,7,0.365,0.363,0.4116,-0.3636,0.3836,-0.383,0.1,101.4
2019-11-12 13:34:44.000,-44.826674673,-65.73322595399999,34.7799,1,7,0.3648,0.363,0.412,-0.3636,0.3838,-0.3831,-0.0,6.7
2019-11-12 13:34:44.500,-44.82668834,-65.733208536,34.6103,1,7,0.1788,0.1779,0.2106,-0.1776,0.1877,-0.1847,-0.1,4.8
2019-11-12 13:34:45.000,-44.826688966999996,-65.73318244800001,35.4215,1,6,0.2043,0.2035,0.2382,-0.2033,0.2151,-0.2125,-0.0,9.9
2019-11-12 13:34:45.500,-44.826688014,-65.733156472,35.4658,1,6,0.2356,0.2348,0.2722,-0.2346,0.2483,-0.2461,-0.1,7.9
2019-11-12 13:34:46.000,-44.826687424,-65.733130941,35.5563,1,6,0.288,0.2872,0.3297,-0.2871,0.304,-0.3023,-0.0,3.6
2019-11-12 13:34:46.500,-44.826676768999995,-65.73310407,34.3816,2,6,0.1691,0.1681,0.3376,-0.1577,0.1592,-0.1676,0.1,1.0
2019-11-12 13:34:47.000,-44.826687243,-65.73308249600001,36.3353,1,6,0.2354,0.235,0.2728,-0.2346,0.2487,-0.2463,-0.0,9.7
2019-11-12 13:34:47.500,-44.826686833000004,-65.733060495,37.0014,1,6,0.2877,0.2874,0.3305,-0.2871,0.3045,-0.3026,-0.1,9.3
2019-11-12 13:34:48.000,-44.826678443,-65.73303004,34.8691,2,6,0.2079,0.2076,0.366,-0.1989,0.2061,-0.2122,-0.0,1.4
2019-11-12 13:34:48.500,-44.826678133,-65.733026228,36.084,1,6,0.4057,0.4057,0.4622,-0.4054,0.4304,-0.4289,-0.1,3.4
2019-11-12 13:34:49.000,-44.82666797899999,-65.732998544,33.6495,2,6,0.2899,0.29,0.4318,-0.2838,0.298,-0.3021,-0.0,1.7
2019-11-12 13:34:49.500,-44.826677243999995,-65.73298361399999,36.5484,1,6,0.4055,0.4059,0.463,-0.4054,0.4309,-0.4291,-0.1,4.1
2019-11-12 13:34:50.000,-44.826680528000004,-65.732958068,37.6781,1,6,0.4053,0.406,0.4633,-0.4053,0.4311,-0.4293,-0.0,5.6
2019-11-12 13:34:50.500,-44.826691307,-65.732922284,39.6067,1,6,0.4052,0.4061,0.4637,-0.4053,0.4313,-0.4294,-0.1,10.6
2019-11-12 13:34:51.000,-44.826694528999994,-65.73289763300001,40.5443,1,6,0.4051,0.4062,0.4641,-0.4053,0.4316,-0.4295,-0.0,23.9
2019-11-12 13:34:51.500,-44.826686681999995,-65.732887264,39.5205,1,6,0.405,0.4063,0.4645,-0.4053,0.4318,-0.4296,-0.1,3.3
2019-11-12 13:34:52.000,-44.826700237,-65.732846943,41.2512,1,6,0.2708,0.2717,0.315,-0.2708,0.2887,-0.2859,-0.0,15.8
2019-11-12 13:34:52.500,-44.82668756,-65.732807811,37.722,1,7,0.2707,0.2716,0.3149,-0.2707,0.2886,-0.2858,0.1,3.3
2019-11-12 13:34:53.000,-44.826678798,-65.73280014699999,36.4578,1,7,0.3625,0.3639,0.4177,-0.3628,0.387,-0.3845,-0.0,5.2
2019-11-12 13:34:53.500,-44.82668219600001,-65.732776391,36.663,1,7,0.3623,0.364,0.418,-0.3628,0.3872,-0.3846,0.1,8.1
2019-11-12 13:34:54.000,-44.826686402,-65.732761868,34.6089,2,7,0.2152,0.2156,0.4186,-0.2059,0.1982,-0.2191,-0.0,1.5
2019-11-12 13:34:54.500,-44.826678547,-65.732734206,31.803,1,7,0.2566,0.258,0.3006,-0.2568,0.2744,-0.2713,0.1,6.9
2019-11-12 13:34:55.000,-44.826680773,-65.73271804699999,35.0874,1,7,0.3619,0.3642,0.419,-0.3627,0.3877,-0.3848,-0.0,3.3
2019-11-12 13:34:55.500,-44.826672451,-65.732707394,32.4903,1,7,0.3618,0.3642,0.4193,-0.3626,0.3879,-0.3849,0.1,7.0
2019-11-12 13:34:56.000,-44.826679677,-65.732693571,32.6223,2,7,0.2605,0.2617,0.4516,-0.2534,0.2541,-0.2699,-0.0,1.4
2019-11-12 13:34:56.500,-44.82668788,-65.732661899,33.4774,2,7,0.2604,0.2617,0.4517,-0.2533,0.2542,-0.2699,0.1,1.1
2019-11-12 13:34:57.000,-44.82668941399999,-65.732639098,33.2356,2,7,0.1313,0.1309,0.3707,-0.1149,0.0785,-0.1217,-0.0,1.0
2019-11-12 13:34:57.500,-44.826691909,-65.73261558,33.4378,2,7,0.1311,0.1308,0.3708,-0.1147,0.0787,-0.1217,0.1,1.2
2019-11-12 13:34:58.000,-44.826692763000004,-65.732592408,33.0163,2,7,0.131,0.1307,0.3709,-0.1146,0.079,-0.1217,-0.0,1.0
2019-11-12 13:34:58.500,-44.82669409100001,-65.732569083,32.7133,2,7,0.1309,0.1306,0.3711,-0.1146,0.0792,-0.1217,0.1,1.1
2019-11-12 13:34:59.000,-44.826695031999996,-65.73254601100001,32.755,2,7,0.1309,0.1306,0.3712,-0.1146,0.0795,-0.1217,-0.0,1.0
2019-11-12 13:34:59.500,-44.826696385,-65.732524114,32.892,2,7,0.1309,0.1306,0.3714,-0.1146,0.0798,-0.1217,0.1,1.0
2019-11-12 13:35:00.000,-44.82669730600001,-65.732502756,32.844,2,7,0.1309,0.1307,0.3715,-0.1146,0.0801,-0.1218,-0.0,1.1
2019-11-12 13:35:00.500,-44.826696489,-65.732483585,32.809,2,7,0.131,0.1308,0.3717,-0.1147,0.0805,-0.1219,0.1,1.2
2019-11-12 13:35:01.000,-44.826703527,-65.732465571,31.5223,1,6,0.2855,0.2892,0.338,-0.2868,0.309,-0.3049,-0.0,5.8
2019-11-12 13:35:01.500,-44.826702307,-65.73244870100001,31.2805,1,6,0.4026,0.4081,0.4724,-0.405,0.4365,-0.4321,-0.1,5.6
2019-11-12 13:35:02.000,-44.826698057,-65.7324247,32.7472,2,5,0.1803,0.1868,0.3984,-0.1724,0.1564,-0.1775,-0.0,1.7
2019-11-12 13:35:02.500,-44.826702661999995,-65.73241318699999,31.8394,1,4,0.2165,0.2196,0.2603,-0.2174,0.2344,-0.2298,-0.1,3.1
2019-11-12 13:35:03.000,-44.82670205,-65.732396038,31.7036,1,4,0.2244,0.2278,0.2695,-0.2255,0.2432,-0.2387,-0.0,3.1
2019-11-12 13:35:03.500,-44.826698111000006,-65.73237025,32.5826,2,6,0.1784,0.1845,0.3985,-0.1702,0.1581,-0.1785,0.1,1.1
2019-11-12 13:35:04.000,-44.826698118,-65.732351358,32.4262,2,6,0.1784,0.1845,0.3987,-0.1702,0.1581,-0.1785,-0.0,2.2
2019-11-12 13:35:04.500,-44.82670482100001,-65.732337641,32.5516,1,6,0.4019,0.4086,0.4748,-0.4049,0.4379,-0.4328,-0.1,5.2
2019-11-12 13:35:05.000,-44.826701082,-65.732312281,32.5191,1,6,0.2841,0.289,0.336,-0.2863,0.3098,-0.3061,-0.0,3.4
2019-11-12 13:35:06.000,-44.82666008100001,-65.732329853,27.3455,2,6,0.2666,0.2716,0.454,-0.2617,0.2592,-0.2719,-0.0,1.2
2019-11-12 13:35:07.500,-44.826698935,-65.73220779100001,32.2496,2,6,0.236,0.241,0.4479,-0.2301,0.238,-0.2514,0.1,1.0
2019-11-12 13:35:08.000,-44.826699105,-65.732184691,32.3197,2,6,0.236,0.241,0.448,-0.2301,0.238,-0.2513,-0.0,1.0
2019-11-12 13:35:08.500,-44.826698521000004,-65.732161493,32.0492,2,6,0.2868,0.2931,0.4879,-0.2831,0.298,-0.3076,0.1,1.6
2019-11-12 13:35:09.000,-44.82670529399999,-65.732127542,33.1324,2,6,0.2868,0.2931,0.4883,-0.2831,0.2982,-0.3076,-0.0,1.3
2019-11-12 13:35:09.500,-44.826700894,-65.732108177,32.289,2,6,0.2867,0.2932,0.4887,-0.2831,0.2983,-0.3077,0.1,1.5
2019-11-12 13:35:10.000,-44.826705353,-65.732075862,32.7216,2,6,0.2866,0.2933,0.489,-0.2831,0.2985,-0.3077,-0.0,1.7
2019-11-12 13:35:10.500,-44.826702791,-65.732053937,31.9499,2,6,0.2865,0.2933,0.4894,-0.2831,0.2987,-0.3078,0.1,1.3
2019-11-12 13:35:11.500,-44.82670118,-65.732007055,31.6256,2,6,0.2863,0.2935,0.4901,-0.2831,0.299,-0.3079,0.1,1.5
2019-11-12 13:35:12.000,-44.826699691,-65.731982398,30.9866,2,6,0.2863,0.2935,0.4905,-0.283,0.2992,-0.308,-0.0,1.2
2019-11-12 13:35:12.500,-44.826705849,-65.731947138,31.765,2,6,0.2862,0.2936,0.4909,-0.283,0.2994,-0.308,0.1,1.1
2019-11-12 13:35:13.000,-44.82670855,-65.731921001,29.5882,1,6,0.2835,0.2907,0.3447,-0.2866,0.313,-0.3069,-0.0,3.6
2019-11-12 13:35:13.500,-44.826712121999996,-65.731891922,29.7964,1,6,0.3998,0.4103,0.482,-0.4047,0.4422,-0.4349,-0.1,18.3
2019-11-12 13:35:14.000,-44.826712833,-65.731867796,29.7351,1,6,0.3997,0.4104,0.4824,-0.4047,0.4424,-0.435,-0.0,56.8
2019-11-12 13:35:14.500,-44.826712548,-65.73184028600001,30.2713,2,6,0.1863,0.1937,0.4772,-0.1778,0.1588,-0.1993,0.1,1.0
2019-11-12 13:35:15.000,-44.826714913,-65.731825274,30.2993,1,6,0.2353,0.2417,0.2898,-0.2379,0.2605,-0.2543,-0.0,129.2
2019-11-12 13:35:15.500,-44.8267151,-65.731798592,30.0525,2,6,0.1862,0.1936,0.4776,-0.1777,0.1594,-0.1995,0.1,1.0
2019-11-12 13:35:16.000,-44.826715241,-65.73178889,30.5641,1,5,0.4196,0.4317,0.5075,-0.4253,0.4656,-0.4576,-0.0,12.4
2019-11-12 13:35:16.500,-44.826716196999996,-65.731769378,31.1435,1,5,0.4194,0.4317,0.5079,-0.4252,0.4659,-0.4577,-0.1,27.5
2019-11-12 13:35:17.000,-44.826718944,-65.731745367,31.1627,1,6,0.3989,0.411,0.4848,-0.4046,0.4438,-0.4358,-0.0,281.6
2019-11-12 13:35:17.500,-44.826720783999995,-65.731710921,30.3693,2,6,0.2855,0.2952,0.5477,-0.2825,0.2917,-0.3124,0.1,1.1
2019-11-12 13:35:18.000,-44.826718613000004,-65.731689447,29.814,2,6,0.2854,0.2952,0.548,-0.2825,0.2919,-0.3125,-0.0,1.3
2019-11-12 13:35:18.500,-44.82670943,-65.731677278,28.0598,2,6,0.2853,0.2953,0.5483,-0.2825,0.2922,-0.3125,0.1,1.1
2019-11-12 13:35:19.000,-44.826697483000004,-65.731668769,26.3817,2,6,0.2852,0.2953,0.5486,-0.2825,0.2924,-0.3125,-0.0,1.1
2019-11-12 13:35:19.500,-44.826709345,-65.731625562,28.1457,2,6,0.2852,0.2954,0.5489,-0.2825,0.2926,-0.3126,0.1,1.1
2019-11-12 13:35:20.000,-44.826710782,-65.731595122,27.6796,2,6,0.2851,0.2955,0.5493,-0.2825,0.2927,-0.3126,-0.0,1.0
2019-11-12 13:35:20.500,-44.826713213000005,-65.731564676,28.3946,2,6,0.285,0.2955,0.5496,-0.2825,0.2929,-0.3126,0.1,1.2
2019-11-12 13:35:21.000,-44.82670831,-65.731542991,27.6937,2,6,0.2849,0.2956,0.55,-0.2825,0.2931,-0.3127,-0.0,1.3
2019-11-12 13:35:21.500,-44.826712518,-65.731508742,28.5086,2,6,0.2848,0.2956,0.5504,-0.2825,0.2933,-0.3127,0.1,1.1
2019-11-12 13:35:22.000,-44.826710487,-65.731482668,28.4673,2,6,0.2847,0.2957,0.5508,-0.2825,0.2935,-0.3128,-0.0,1.0
2019-11-12 13:35:22.500,-44.826717245,-65.731444025,29.5049,2,6,0.2846,0.2958,0.5513,-0.2825,0.2937,-0.3128,0.1,2.6
2019-11-12 13:35:23.000,-44.82671108899999,-65.731424255,28.9437,2,6,0.2846,0.2958,0.5517,-0.2825,0.2939,-0.3128,-0.0,1.2
2019-11-12 13:35:25.000,-44.82674715899999,-65.731277871,43.9297,1,7,0.3539,0.3674,0.4384,-0.3602,0.3986,-0.3894,-0.0,44.5
2019-11-12 13:35:25.500,-44.826723937,-65.731260305,29.1381,2,7,0.2551,0.2637,0.4516,-0.2516,0.2638,-0.2719,0.1,1.0
2019-11-12 13:35:26.000,-44.826710741999996,-65.73125294399999,27.2448,2,7,0.255,0.2638,0.4517,-0.2516,0.2639,-0.2719,-0.0,1.0
2019-11-12 13:35:30.000,-44.826704473999996,-65.731071856,28.2156,2,7,0.1289,0.1318,0.3627,-0.1142,0.0898,-0.1201,-0.0,1.0
2019-11-12 13:35:30.500,-44.826705782,-65.731047198,28.6013,2,7,0.1287,0.1316,0.3628,-0.1141,0.0901,-0.1201,0.1,1.0
2019-11-12 13:35:31.000,-44.82670674,-65.731022536,28.4372,2,7,0.1286,0.1315,0.3629,-0.1139,0.0904,-0.1202,-0.0,1.2
2019-11-12 13:35:31.500,-44.826707524,-65.730999315,28.4433,2,7,0.1285,0.1314,0.3631,-0.1138,0.0907,-0.1202,0.1,1.1
2019-11-12 13:35:32.000,-44.826709716,-65.730979336,27.9616,1,7,0.1772,0.1851,0.2305,-0.1803,0.2013,-0.1933,-0.0,3.1
2019-11-12 13:35:32.500,-44.826708711,-65.730950205,28.4246,2,7,0.1284,0.1313,0.3634,-0.1138,0.0915,-0.1203,0.1,1.8
2019-11-12 13:35:33.000,-44.826709633,-65.730923654,28.2448,1,7,0.1344,0.1404,0.1807,-0.1363,0.1524,-0.1444,-0.0,3.0
2019-11-12 13:35:33.500,-44.826710481000006,-65.730898415,28.2683,1,7,0.1259,0.1315,0.1711,-0.1275,0.1427,-0.1345,0.1,3.2
2019-11-12 13:35:34.000,-44.826706732,-65.73088144100001,28.2816,1,7,0.3515,0.3684,0.4442,-0.3594,0.4018,-0.3907,-0.0,3.4
2019-11-12 13:35:34.500,-44.82670109399999,-65.730862958,26.7304,2,7,0.1578,0.1654,0.2031,-0.1611,0.1803,-0.1741,0.1,9.7
2019-11-12 13:35:35.000,-44.826701702,-65.730839821,26.5819,1,7,0.2489,0.261,0.3189,-0.2543,0.2847,-0.2755,-0.0,4.0
2019-11-12 13:35:35.500,-44.826698531999995,-65.730824052,27.2858,2,7,0.1654,0.1712,0.3865,-0.1563,0.1513,-0.1673,0.1,2.9
2019-11-12 13:35:36.000,-44.826697893,-65.730803968,27.5182,2,7,0.1654,0.1713,0.3868,-0.1563,0.1516,-0.1675,-0.0,1.5
2019-11-12 13:35:36.500,-44.826691168,-65.730793543,26.544,2,7,0.253,0.2645,0.4554,-0.251,0.2672,-0.2721,0.1,1.2
2019-11-12 13:35:37.000,-44.82669422399999,-65.730766328,28.3966,1,7,0.0195,0.0175,0.0722,-0.0077,0.0124,0.0346,-0.0,4.0
2019-11-12 13:35:37.500,-44.826698312,-65.73075049,27.3293,2,7,0.2088,0.2178,0.4191,-0.2039,0.2113,-0.2201,0.1,1.0
2019-11-12 13:35:38.000,-44.826699135,-65.73073319,27.4502,2,7,0.2528,0.2646,0.4561,-0.251,0.2677,-0.2721,-0.0,1.0
2019-11-12 13:35:38.500,-44.82670340600001,-65.730711396,27.7283,2,7,0.2527,0.2646,0.4564,-0.2509,0.2678,-0.2721,0.1,1.0
2019-11-12 13:35:39.000,-44.826716596000004,-65.730678457,29.5334,2,7,0.2087,0.2179,0.4198,-0.2039,0.2117,-0.2201,-0.0,1.0
2019-11-12 13:35:39.500,-44.826718815,-65.730661382,29.5376,2,7,0.2085,0.2179,0.4201,-0.2038,0.2118,-0.22,0.1,1.0
2019-11-12 13:35:40.000,-44.826722776000004,-65.730644776,30.0978,2,7,0.2524,0.2647,0.4573,-0.2509,0.2682,-0.2721,-0.0,1.0
2019-11-12 13:35:40.500,-44.826720431999995,-65.730638014,29.3812,2,7,0.2523,0.2647,0.4576,-0.2508,0.2684,-0.2721,0.1,1.0
2019-11-12 13:35:41.000,-44.826719038,-65.73062732,29.1035,2,7,0.2522,0.2648,0.4579,-0.2508,0.2685,-0.2721,-0.0,1.0
2019-11-12 13:35:41.500,-44.826721694,-65.730611734,29.3268,2,7,0.2521,0.2648,0.4582,-0.2508,0.2687,-0.2721,0.1,1.0
2019-11-12 13:35:42.000,-44.826722518000004,-65.730597825,29.2077,2,7,0.252,0.2649,0.4586,-0.2508,0.2688,-0.2721,-0.0,1.0
