latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
-46.55813352777778,-67.43281045833334,34.8051,15.24861,306,2019,34.8051,-10797788.415
-46.55813352777778,-67.43281045555555,34.8022,15.24889,306,2019,34.8022,-10797632.266
-46.55813352777778,-67.43281045555555,34.7994,15.24916,306,2019,34.7994,-10797476.147
-46.55813352777778,-67.43281045277779,34.7969,15.24944,306,2019,34.7969,-10797320.142
-46.55813353055555,-67.43281044722224,34.7935,15.24972,306,2019,34.7935,-10797164.215
-46.55813353055555,-67.43281044166669,34.7905,15.25000,306,2019,34.7905,-10797008.240
-46.55813353333333,-67.43281044166669,34.7874,15.25028,306,2019,34.7874,-10796852.302
-46.558133541666656,-67.4328104388889,34.7842,15.25055,306,2019,34.7842,-10796696.537
-46.55813354444444,-67.43281043611111,34.781,15.25083,306,2019,34.7810,-10796540.791
-46.558133552777775,-67.43281043333334,34.7779,15.25111,306,2019,34.7779,-10796384.949
-46.558133552777775,-67.43281043055556,34.7743,15.25139,306,2019,34.7743,-10796229.167
-46.55813355555555,-67.43281042777778,34.7708,15.25166,306,2019,34.7708,-10796073.559
-46.55813355833333,-67.43281041944445,34.7664,15.25194,306,2019,34.7664,-10795918.505
-46.55813355833333,-67.43281041944445,34.763,15.25222,306,2019,34.7630,-10795763.026
-46.55813355833333,-67.43281042222223,34.7594,15.25250,306,2019,34.7594,-10795607.597
-46.558133561111106,-67.43281042222223,34.7565,15.25278,306,2019,34.7565,-10795451.748
-46.55813355833333,-67.43281043055556,34.7543,15.25305,306,2019,34.7543,-10795295.955
-46.55813356388889,-67.43281043611111,34.7514,15.25333,306,2019,34.7514,-10795139.828
-46.55813357222221,-67.4328104388889,34.7485,15.25361,306,2019,34.7485,-10794983.923
-46.55813357499999,-67.4328104388889,34.7449,15.25389,306,2019,34.7449,-10794827.578
-46.55813358055556,-67.43281043333334,34.7411,15.25416,306,2019,34.7411,-10794671.574
-46.55813358333332,-67.43281043333334,34.7382,15.25444,306,2019,34.7382,-10794515.149
-46.55813358611111,-67.43281043611111,34.7356,15.25472,306,2019,34.7356,-10794358.367
-46.55813359166666,-67.43281044444447,34.7325,15.25500,306,2019,34.7325,-10794201.352
-46.55813359166666,-67.43281045277779,34.7297,15.25528,306,2019,34.7297,-10794044.356
-46.55813359444444,-67.43281046111112,34.727,15.25555,306,2019,34.7270,-10793887.598
-46.55813360277777,-67.43281046666667,34.7234,15.25583,306,2019,34.7234,-10793730.957
-46.558133605555554,-67.4328104638889,34.7191,15.25611,306,2019,34.7191,-10793574.483
-46.55813361388888,-67.43281046111112,34.7155,15.25639,306,2019,34.7155,-10793417.986
-46.55813362222222,-67.43281045555555,34.7118,15.25666,306,2019,34.7118,-10793261.449
-46.558133630555545,-67.43281044722224,34.7078,15.25694,306,2019,34.7078,-10793105.103
-46.55813363333333,-67.4328104388889,34.704,15.25722,306,2019,34.7040,-10792948.756
-46.55813363888888,-67.43281043611111,34.7004,15.25750,306,2019,34.7004,-10792792.377
-46.55813363888888,-67.43281043055556,34.6966,15.25778,306,2019,34.6966,-10792636.078
-46.55813363888888,-67.43281042777778,34.6934,15.25805,306,2019,34.6934,-10792479.810
-46.55813363611111,-67.43281042777778,34.69,15.25833,306,2019,34.6900,-10792323.584
-46.55813363333333,-67.43281042777778,34.687,15.25861,306,2019,34.6870,-10792167.413
-46.558133624999996,-67.43281043333334,34.6841,15.25889,306,2019,34.6841,-10792011.315
-46.55813362222222,-67.43281043333334,34.6809,15.25916,306,2019,34.6809,-10791855.228
-46.558133616666666,-67.43281043055556,34.677,15.25944,306,2019,34.6770,-10791699.120
-46.55813361388888,-67.43281042777778,34.6732,15.25972,306,2019,34.6732,-10791542.899
-46.5581336111111,-67.432810425,34.6699,15.26000,306,2019,34.6699,-10791386.753
-46.558133605555554,-67.43281041666668,34.6655,15.26028,306,2019,34.6655,-10791230.784
-46.5581336,-67.43281040833334,34.6611,15.26055,306,2019,34.6611,-10791075.480
-46.55813359166666,-67.43281040555556,34.6576,15.26083,306,2019,34.6576,-10790919.725
-46.558133588888886,-67.43281040277778,34.6541,15.26111,306,2019,34.6541,-10790764.246
-46.55813358611111,-67.43281040555556,34.6513,15.26139,306,2019,34.6513,-10790608.963
-46.558133588888886,-67.43281040555556,34.6488,15.26166,306,2019,34.6488,-10790452.672
-46.55813358611111,-67.43281040277778,34.646,15.26194,306,2019,34.6460,-10790296.491
-46.55813358611111,-67.43281040277778,34.6438,15.26222,306,2019,34.6438,-10790140.391
-46.558133588888886,-67.43281040000004,34.6414,15.26250,306,2019,34.6414,-10789983.329
-46.55813359166666,-67.43281039722224,34.6399,15.26278,306,2019,34.6399,-10789825.988
-46.558133597222216,-67.43281039444446,34.6392,15.26305,306,2019,34.6392,-10789668.509
-46.55813359444444,-67.43281039444446,34.6388,15.26333,306,2019,34.6388,-10789511.033
-46.55813359444444,-67.43281039166668,34.6385,15.26361,306,2019,34.6385,-10789353.761
-46.55813359444444,-67.43281039722224,34.6387,15.26389,306,2019,34.6387,-10789196.653
-46.5581336,-67.43281040000004,34.6384,15.26416,306,2019,34.6384,-10789039.609
-46.558133605555554,-67.43281040555556,34.6383,15.26444,306,2019,34.6383,-10788882.550
-46.5581336111111,-67.43281041111113,34.6383,15.26472,306,2019,34.6383,-10788725.648
-46.55813361944444,-67.43281041666668,34.6384,15.26500,306,2019,34.6384,-10788568.822
-46.55813362777778,-67.43281042777778,34.6385,15.26528,306,2019,34.6385,-10788412.060
-46.55813363333333,-67.43281044444447,34.6392,15.26555,306,2019,34.6392,-10788255.295
-46.55813364444443,-67.43281045555555,34.6394,15.26583,306,2019,34.6394,-10788098.551
-46.55813365277778,-67.43281046944445,34.6392,15.26611,306,2019,34.6392,-10787941.851
-46.55813366111111,-67.43281048333334,34.6394,15.26639,306,2019,34.6394,-10787785.139
-46.55813366388889,-67.43281050277777,34.6406,15.26666,306,2019,34.6406,-10787628.441
-46.55813366666666,-67.43281051666668,34.641,15.26694,306,2019,34.6410,-10787471.753
-46.55813366666666,-67.43281053055557,34.6408,15.26722,306,2019,34.6408,-10787315.059
-46.55813366666666,-67.43281054166667,34.6405,15.26750,306,2019,34.6405,-10787158.457
-46.55813366944444,-67.43281055000001,34.641,15.26778,306,2019,34.6410,-10787001.859
-46.55813367499999,-67.43281056388889,34.6417,15.26805,306,2019,34.6417,-10786845.384
-46.55813367777777,-67.43281058333335,34.6435,15.26833,306,2019,34.6435,-10786688.815
-46.558133683333324,-67.43281059722223,34.6457,15.26861,306,2019,34.6457,-10786532.167
-46.558133688888894,-67.43281060833336,34.6478,15.26889,306,2019,34.6478,-10786375.709
-46.55813369166666,-67.43281061666667,34.6496,15.26916,306,2019,34.6496,-10786219.968
-46.55813369166666,-67.432810625,34.6519,15.26944,306,2019,34.6519,-10786063.851
-46.55813369166666,-67.43281063055557,34.6541,15.26972,306,2019,34.6541,-10785907.678
-46.55813369722222,-67.4328106361111,34.6556,15.27000,306,2019,34.6556,-10785751.134
-46.55813370555555,-67.43281064166669,34.6578,15.27028,306,2019,34.6578,-10785594.918
-46.558133716666674,-67.43281064722224,34.66,15.27055,306,2019,34.6600,-10785438.983
-46.558133725,-67.43281064722224,34.6621,15.27083,306,2019,34.6621,-10785282.347
-46.55813373333333,-67.43281065277779,34.664,15.27111,306,2019,34.6640,-10785124.527
-46.55813374166665,-67.43281065277779,34.6649,15.27139,306,2019,34.6649,-10784966.268
-46.558133747222215,-67.43281065555556,34.666,15.27166,306,2019,34.6660,-10784807.921
-46.55813375555555,-67.4328106638889,34.6666,15.27194,306,2019,34.6666,-10784649.703
-46.55813376111111,-67.432810675,34.6667,15.27222,306,2019,34.6667,-10784491.707
-46.558133763888875,-67.43281069444446,34.6678,15.27250,306,2019,34.6678,-10784333.859
-46.55813376666666,-67.43281071111113,34.6687,15.27278,306,2019,34.6687,-10784176.119
-46.55813377499999,-67.43281072222221,34.6688,15.27305,306,2019,34.6688,-10784018.376
-46.55813378333333,-67.43281073333334,34.6688,15.27333,306,2019,34.6688,-10783860.769
-46.55813378888889,-67.43281074166669,34.6682,15.27361,306,2019,34.6682,-10783703.219
-46.5581338,-67.43281075,34.6674,15.27389,306,2019,34.6674,-10783545.765
-46.55813380555555,-67.43281075277778,34.6665,15.27416,306,2019,34.6665,-10783388.344
-46.558133816666654,-67.43281075833333,34.6662,15.27444,306,2019,34.6662,-10783230.863
-46.558133830555555,-67.4328107638889,34.6654,15.27472,306,2019,34.6654,-10783073.373
-46.55813384166666,-67.43281077500002,34.6646,15.27500,306,2019,34.6646,-10782915.933
-46.55813385277777,-67.43281078611112,34.6639,15.27528,306,2019,34.6639,-10782758.496
-46.55813386111111,-67.43281079444445,34.6629,15.27555,306,2019,34.6629,-10782601.126
-46.558133866666665,-67.43281080277781,34.6616,15.27583,306,2019,34.6616,-10782443.758
-46.558133872222214,-67.43281080833336,34.6603,15.27611,306,2019,34.6603,-10782286.409
-46.55813387499998,-67.43281081666667,34.6585,15.27639,306,2019,34.6585,-10782129.006
-46.55813387777776,-67.43281081944446,34.6561,15.27666,306,2019,34.6561,-10781971.795
-46.558133880555545,-67.43281082222222,34.6542,15.27694,306,2019,34.6542,-10781814.477
-46.55813388333333,-67.43281083055557,34.6523,15.27722,306,2019,34.6523,-10781657.063
-46.55813388611111,-67.43281083333333,34.6502,15.27750,306,2019,34.6502,-10781499.821
-46.55813389444444,-67.43281084166667,34.6479,15.27778,306,2019,34.6479,-10781343.400
-46.55813390277777,-67.43281084444446,34.6451,15.27805,306,2019,34.6451,-10781187.203
-46.55813390555555,-67.43281085000001,34.6417,15.27833,306,2019,34.6417,-10781029.890
-46.55813390833333,-67.43281085555556,34.6387,15.27861,306,2019,34.6387,-10780872.553
-46.55813390833333,-67.43281086111111,34.6359,15.27889,306,2019,34.6359,-10780714.759
-46.55813390555555,-67.43281086666667,34.6327,15.27916,306,2019,34.6327,-10780557.101
-46.55813389999999,-67.43281086944445,34.6294,15.27944,306,2019,34.6294,-10780399.099
-46.558133891666664,-67.43281086944445,34.6258,15.27972,306,2019,34.6258,-10780241.334
-46.55813388333333,-67.43281087222225,34.6224,15.28000,306,2019,34.6224,-10780083.179
-46.55813386944444,-67.43281087222225,34.6187,15.28028,306,2019,34.6187,-10779924.756
-46.558133863888884,-67.43281087222225,34.615,15.28055,306,2019,34.6150,-10779766.224
-46.55813385555555,-67.43281087222225,34.6117,15.28083,306,2019,34.6117,-10779607.678
-46.558133844444434,-67.43281086944445,34.6087,15.28111,306,2019,34.6087,-10779449.263
-46.558133836111104,-67.43281087222225,34.6061,15.28139,306,2019,34.6061,-10779291.013
-46.558133830555555,-67.43281088333333,34.6039,15.28166,306,2019,34.6039,-10779132.827
-46.558133825000006,-67.43281089444444,34.6018,15.28194,306,2019,34.6018,-10778974.719
-46.55813381944444,-67.43281090555556,34.6006,15.28222,306,2019,34.6006,-10778816.738
-46.558133808333324,-67.43281091666667,34.5999,15.28250,306,2019,34.5999,-10778658.832
-46.5581338,-67.43281093333334,34.5988,15.28278,306,2019,34.5988,-10778501.025
-46.55813378888889,-67.43281094722224,34.5977,15.28305,306,2019,34.5977,-10778343.171
-46.55813378055554,-67.4328109638889,34.5969,15.28333,306,2019,34.5969,-10778185.367
-46.55813377222221,-67.43281098333334,34.5968,15.28361,306,2019,34.5968,-10778027.616
-46.55813376111111,-67.43281099444445,34.5961,15.28389,306,2019,34.5961,-10777870.016
-46.55813375277778,-67.43281100277778,34.5954,15.28416,306,2019,34.5954,-10777712.400
-46.55813374444443,-67.43281101111113,34.594,15.28444,306,2019,34.5940,-10777554.781
-46.5581337361111,-67.43281102222223,34.5924,15.28472,306,2019,34.5924,-10777397.145
-46.55813371944444,-67.43281103333334,34.5907,15.28500,306,2019,34.5907,-10777239.545
-46.5581337,-67.43281104444446,34.5896,15.28528,306,2019,34.5896,-10777081.989
-46.558133683333324,-67.4328110611111,34.5892,15.28555,306,2019,34.5892,-10776924.593
-46.55813366666666,-67.43281107222225,34.5882,15.28583,306,2019,34.5882,-10776767.207
-46.55813365277778,-67.43281108333333,34.5875,15.28611,306,2019,34.5875,-10776609.886
-46.55813363611111,-67.43281109166666,34.5866,15.28639,306,2019,34.5866,-10776453.121
-46.55813362222222,-67.43281110000001,34.5863,15.28666,306,2019,34.5863,-10776295.939
-46.55813360833332,-67.43281110555556,34.5858,15.28694,306,2019,34.5858,-10776138.896
-46.55813359444444,-67.43281110555556,34.5844,15.28722,306,2019,34.5844,-10775981.350
-46.55813358333332,-67.43281110555556,34.5832,15.28750,306,2019,34.5832,-10775823.462
-46.55813357499999,-67.43281110555556,34.582,15.28778,306,2019,34.5820,-10775665.814
-46.55813356388889,-67.43281110277778,34.5809,15.28805,306,2019,34.5809,-10775508.903
-46.558133552777775,-67.43281110555556,34.5799,15.28833,306,2019,34.5799,-10775351.877
-46.55813354444444,-67.43281111111112,34.5792,15.28861,306,2019,34.5792,-10775193.635
-46.55813353055555,-67.43281111944445,34.5789,15.28889,306,2019,34.5789,-10775034.607
-46.558133519444425,-67.43281112222223,34.5782,15.28916,306,2019,34.5782,-10774875.508
-46.55813350833332,-67.43281113333333,34.5782,15.28944,306,2019,34.5782,-10774716.548
-46.55813349444445,-67.43281114166669,34.5782,15.28972,306,2019,34.5782,-10774557.828
-46.55813348055555,-67.43281115277777,34.5791,15.29000,306,2019,34.5791,-10774399.268
-46.55813346944444,-67.43281115833335,34.5796,15.29028,306,2019,34.5796,-10774240.795
-46.55813345833333,-67.43281116111113,34.5794,15.29055,306,2019,34.5794,-10774082.553
-46.55813344722221,-67.43281116388893,34.5793,15.29083,306,2019,34.5793,-10773924.401
-46.55813343888888,-67.43281116388893,34.5782,15.29111,306,2019,34.5782,-10773766.267
-46.55813343055555,-67.43281116666667,34.578,15.29139,306,2019,34.5780,-10773608.222
-46.558133424999994,-67.43281116944445,34.5779,15.29166,306,2019,34.5779,-10773450.356
-46.55813342222222,-67.43281117222224,34.5774,15.29194,306,2019,34.5774,-10773292.495
-46.55813341666666,-67.43281116944445,34.5769,15.29222,306,2019,34.5769,-10773134.599
-46.558133413888875,-67.43281116111113,34.5759,15.29250,306,2019,34.5759,-10772976.748
-46.55813340555555,-67.43281115833335,34.5759,15.29278,306,2019,34.5759,-10772818.938
-46.55813340555555,-67.43281115277777,34.5761,15.29305,306,2019,34.5761,-10772661.101
-46.55813340277778,-67.43281114722222,34.5762,15.29333,306,2019,34.5762,-10772503.283
-46.55813340277778,-67.43281114722222,34.5769,15.29361,306,2019,34.5769,-10772345.566
-46.558133399999996,-67.43281114166669,34.5774,15.29389,306,2019,34.5774,-10772187.797
-46.55813340277778,-67.43281113611111,34.5777,15.29416,306,2019,34.5777,-10772030.049
-46.55813340555555,-67.43281113333333,34.5782,15.29444,306,2019,34.5782,-10771872.296
-46.55813341111109,-67.43281112777778,34.5784,15.29472,306,2019,34.5784,-10771714.556
-46.55813342222222,-67.432811125,34.5788,15.29500,306,2019,34.5788,-10771557.717
-46.55813343333333,-67.43281111944445,34.5788,15.29528,306,2019,34.5788,-10771401.359
-46.55813343888888,-67.43281111111112,34.578,15.29555,306,2019,34.5780,-10771244.546
-46.55813345277777,-67.43281110000001,34.5767,15.29583,306,2019,34.5767,-10771086.508
-46.55813346666667,-67.4328110888889,34.5752,15.29611,306,2019,34.5752,-10770928.547
-46.558133477777766,-67.43281107222225,34.5731,15.29639,306,2019,34.5731,-10770770.098
-46.55813348611111,-67.43281105555556,34.5705,15.29666,306,2019,34.5705,-10770611.590
-46.55813349444445,-67.43281103888891,34.5681,15.29694,306,2019,34.5681,-10770452.668
-46.55813349722223,-67.43281101944444,34.5657,15.29722,306,2019,34.5657,-10770293.596
-46.55813350277778,-67.43281100833333,34.5643,15.29750,306,2019,34.5643,-10770134.458
-46.558133513888876,-67.432811,34.5632,15.29778,306,2019,34.5632,-10769975.400
-46.55813351666666,-67.43281099444445,34.5625,15.29805,306,2019,34.5625,-10769816.460
-46.558133522222214,-67.43281099166666,34.5619,15.29833,306,2019,34.5619,-10769657.724
-46.55813352777778,-67.43281098333334,34.561,15.29861,306,2019,34.5610,-10769499.084
-46.55813353888888,-67.43281097222224,34.5605,15.29889,306,2019,34.5605,-10769340.575
-46.558133547222205,-67.4328109638889,34.5599,15.29916,306,2019,34.5599,-10769182.175
-46.55813355555555,-67.43281095833333,34.5592,15.29944,306,2019,34.5592,-10769023.732
-46.558133561111106,-67.43281095277779,34.5586,15.29972,306,2019,34.5586,-10768865.415
-46.55813357222221,-67.43281095,34.5586,15.30000,306,2019,34.5586,-10768707.237
-46.558133577777774,-67.43281094722224,34.5587,15.30028,306,2019,34.5587,-10768548.933
-46.558133577777774,-67.43281094722224,34.559,15.30055,306,2019,34.5590,-10768390.636
-46.55813358055556,-67.43281094444447,34.5592,15.30083,306,2019,34.5592,-10768232.299
-46.55813358611111,-67.43281094722224,34.5596,15.30111,306,2019,34.5596,-10768074.020
-46.558133588888886,-67.43281094722224,34.5601,15.30139,306,2019,34.5601,-10767915.693
-46.55813359166666,-67.43281095,34.5611,15.30166,306,2019,34.5611,-10767757.354
-46.55813359166666,-67.43281095555557,34.5618,15.30194,306,2019,34.5618,-10767599.061
-46.55813359166666,-67.43281095833333,34.5617,15.30222,306,2019,34.5617,-10767440.809
-46.55813359444444,-67.43281095833333,34.561,15.30250,306,2019,34.5610,-10767282.567
-46.558133597222216,-67.43281095555557,34.5603,15.30278,306,2019,34.5603,-10767124.298
-46.55813360277777,-67.43281095277779,34.5589,15.30305,306,2019,34.5589,-10766966.020
-46.558133605555554,-67.43281095277779,34.5581,15.30333,306,2019,34.5581,-10766807.779
-46.55813361388888,-67.43281095555557,34.5574,15.30361,306,2019,34.5574,-10766650.178
-46.558133616666666,-67.43281096111112,34.5576,15.30389,306,2019,34.5576,-10766493.111
-46.558133616666666,-67.43281096944445,34.5583,15.30416,306,2019,34.5583,-10766335.604
-46.558133616666666,-67.43281097777779,34.5587,15.30444,306,2019,34.5587,-10766176.773
-46.558133616666666,-67.43281098611112,34.5597,15.30472,306,2019,34.5597,-10766017.717
-46.55813361944444,-67.432811,34.5605,15.30500,306,2019,34.5605,-10765858.278
-46.55813361944444,-67.4328110138889,34.5608,15.30528,306,2019,34.5608,-10765699.087
-46.55813362222222,-67.43281102500002,34.5618,15.30555,306,2019,34.5618,-10765539.502
-46.558133624999996,-67.43281104166668,34.5629,15.30583,306,2019,34.5629,-10765379.662
-46.558133624999996,-67.43281105277778,34.5634,15.30611,306,2019,34.5634,-10765219.739
-46.558133624999996,-67.4328110611111,34.5632,15.30639,306,2019,34.5632,-10765059.882
-46.55813362777778,-67.43281106666667,34.5626,15.30666,306,2019,34.5626,-10764900.143
-46.55813363333333,-67.43281107222225,34.5615,15.30694,306,2019,34.5615,-10764740.476
-46.55813363611111,-67.43281108055557,34.5604,15.30722,306,2019,34.5604,-10764580.878
-46.55813363888888,-67.4328110888889,34.5598,15.30750,306,2019,34.5598,-10764421.262
-46.55813364166666,-67.43281109444445,34.5582,15.30778,306,2019,34.5582,-10764261.715
-46.55813364722221,-67.43281110000001,34.5568,15.30805,306,2019,34.5568,-10764102.289
-46.55813364999999,-67.43281110833335,34.5562,15.30833,306,2019,34.5562,-10763942.960
-46.55813365555554,-67.43281111666667,34.5557,15.30861,306,2019,34.5557,-10763783.660
-46.55813366388889,-67.43281112777778,34.5552,15.30889,306,2019,34.5552,-10763624.348
-46.55813366944444,-67.43281113333333,34.5544,15.30916,306,2019,34.5544,-10763464.979
-46.55813367222221,-67.43281114166669,34.5537,15.30944,306,2019,34.5537,-10763305.695
-46.55813367777777,-67.43281114722222,34.5533,15.30972,306,2019,34.5533,-10763146.436
-46.558133683333324,-67.43281115277777,34.5529,15.31000,306,2019,34.5529,-10762987.086
-46.558133683333324,-67.43281115555557,34.5521,15.31028,306,2019,34.5521,-10762827.752
-46.558133683333324,-67.43281115555557,34.5505,15.31055,306,2019,34.5505,-10762668.382
-46.558133680555535,-67.43281115555557,34.5489,15.31083,306,2019,34.5489,-10762509.007
-46.55813367499999,-67.43281115833335,34.5473,15.31111,306,2019,34.5473,-10762349.594
-46.55813367222221,-67.43281116111113,34.5459,15.31139,306,2019,34.5459,-10762190.352
-46.55813366944444,-67.43281116388893,34.5444,15.31166,306,2019,34.5444,-10762031.050
-46.55813366111111,-67.43281116388893,34.5425,15.31194,306,2019,34.5425,-10761871.738
-46.558133658333325,-67.43281116666667,34.5407,15.31222,306,2019,34.5407,-10761712.915
-46.55813365555554,-67.43281116944445,34.539,15.31250,306,2019,34.5390,-10761553.769
-46.55813365555554,-67.43281116944445,34.5367,15.31278,306,2019,34.5367,-10761395.083
-46.55813364999999,-67.43281116666667,34.5348,15.31305,306,2019,34.5348,-10761236.361
-46.55813364722221,-67.43281116666667,34.5327,15.31333,306,2019,34.5327,-10761076.489
-46.55813364444443,-67.43281116388893,34.5303,15.31361,306,2019,34.5303,-10760916.535
-46.55813364166666,-67.43281115833335,34.5276,15.31389,306,2019,34.5276,-10760756.081
-46.55813363611111,-67.43281115555557,34.5256,15.31416,306,2019,34.5256,-10760595.852
-46.558133630555545,-67.43281115277777,34.5235,15.31444,306,2019,34.5235,-10760435.260
-46.558133624999996,-67.43281114722222,34.5208,15.31472,306,2019,34.5208,-10760274.538
-46.558133616666666,-67.43281114444446,34.518,15.31500,306,2019,34.5180,-10760113.452
-46.5581336111111,-67.43281113888891,34.5155,15.31528,306,2019,34.5155,-10759952.395
-46.55813360833332,-67.43281113333333,34.5131,15.31555,306,2019,34.5131,-10759791.310
-46.558133605555554,-67.43281113055556,34.5108,15.31583,306,2019,34.5108,-10759630.345
-46.5581336,-67.43281113333333,34.5094,15.31611,306,2019,34.5094,-10759469.476
-46.558133597222216,-67.43281113888891,34.5081,15.31639,306,2019,34.5081,-10759308.688
-46.55813359444444,-67.43281114722222,34.5074,15.31666,306,2019,34.5074,-10759147.972
-46.55813359166666,-67.43281115277777,34.5064,15.31694,306,2019,34.5064,-10758987.314
-46.558133588888886,-67.43281115833335,34.5054,15.31722,306,2019,34.5054,-10758826.766
-46.558133588888886,-67.43281116111113,34.5043,15.31750,306,2019,34.5043,-10758666.150
-46.558133588888886,-67.43281116666667,34.5032,15.31778,306,2019,34.5032,-10758505.481
-46.55813359166666,-67.43281116111113,34.5015,15.31805,306,2019,34.5015,-10758344.818
-46.55813359444444,-67.43281115833335,34.5001,15.31833,306,2019,34.5001,-10758184.204
-46.55813359166666,-67.43281115555557,34.498,15.31861,306,2019,34.4980,-10758023.551
-46.55813359166666,-67.43281114722222,34.4957,15.31889,306,2019,34.4957,-10757862.891
-46.55813358611111,-67.43281114722222,34.494,15.31916,306,2019,34.4940,-10757702.186
-46.55813358333332,-67.43281114444446,34.4927,15.31944,306,2019,34.4927,-10757541.476
-46.55813357499999,-67.43281114722222,34.4918,15.31972,306,2019,34.4918,-10757380.678
-46.55813356944444,-67.43281114722222,34.4908,15.32000,306,2019,34.4908,-10757219.987
-46.55813356666666,-67.43281115,34.4894,15.32028,306,2019,34.4894,-10757059.300
-46.55813356388889,-67.43281115277777,34.4888,15.32055,306,2019,34.4888,-10756898.537
-46.55813356388889,-67.43281115833335,34.4884,15.32083,306,2019,34.4884,-10756738.365
-46.558133561111106,-67.43281115833335,34.4876,15.32111,306,2019,34.4876,-10756578.568
-46.55813355833333,-67.43281115833335,34.4872,15.32139,306,2019,34.4872,-10756417.827
-46.558133552777775,-67.43281116111113,34.4863,15.32166,306,2019,34.4863,-10756256.661
-46.55813354444444,-67.43281116388893,34.4848,15.32194,306,2019,34.4848,-10756095.301
-46.55813353888888,-67.43281116666667,34.4839,15.32222,306,2019,34.4839,-10755933.784
-46.55813353055555,-67.43281117222224,34.4835,15.32250,306,2019,34.4835,-10755772.941
-46.558133522222214,-67.4328111777778,34.4829,15.32278,306,2019,34.4829,-10755612.299
-46.55813351666666,-67.4328111777778,34.4825,15.32305,306,2019,34.4825,-10755450.739
-46.5581335111111,-67.4328111777778,34.4816,15.32333,306,2019,34.4816,-10755289.061
-46.55813350833332,-67.43281118333334,34.4809,15.32361,306,2019,34.4809,-10755126.870
-46.55813350833332,-67.43281118611111,34.4805,15.32389,306,2019,34.4805,-10754964.462
-46.55813350833332,-67.43281119444445,34.4808,15.32416,306,2019,34.4808,-10754802.130
-46.558133505555546,-67.4328112027778,34.4818,15.32444,306,2019,34.4818,-10754639.931
-46.55813350277778,-67.4328112138889,34.4831,15.32472,306,2019,34.4831,-10754477.792
-46.5581335,-67.43281122222223,34.4846,15.32500,306,2019,34.4846,-10754315.634
-46.5581335,-67.43281123055556,34.4855,15.32528,306,2019,34.4855,-10754153.596
-46.55813349722223,-67.43281124166668,34.4868,15.32555,306,2019,34.4868,-10753991.620
-46.55813349722223,-67.43281125277778,34.4879,15.32583,306,2019,34.4879,-10753829.694
-46.55813349722223,-67.43281126944444,34.489,15.32611,306,2019,34.4890,-10753667.737
-46.55813349722223,-67.43281128333334,34.4907,15.32639,306,2019,34.4907,-10753505.842
-46.55813349444445,-67.43281130000003,34.4922,15.32666,306,2019,34.4922,-10753343.952
-46.558133491666666,-67.43281131388889,34.4936,15.32694,306,2019,34.4936,-10753181.963
-46.558133491666666,-67.432811325,34.4943,15.32722,306,2019,34.4943,-10753019.839
-46.558133491666666,-67.43281133055557,34.4947,15.32750,306,2019,34.4947,-10752857.680
-46.55813349444445,-67.43281133333333,34.4945,15.32777,306,2019,34.4945,-10752695.528
-46.55813349722223,-67.43281133611111,34.4945,15.32805,306,2019,34.4945,-10752533.328
-46.55813349444445,-67.43281133611111,34.4936,15.32833,306,2019,34.4936,-10752371.179
-46.55813349722223,-67.43281133333333,34.4931,15.32861,306,2019,34.4931,-10752208.981
-46.55813350277778,-67.43281133055557,34.4925,15.32889,306,2019,34.4925,-10752046.900
-46.55813350277778,-67.43281133055557,34.4919,15.32916,306,2019,34.4919,-10751884.739
-46.55813350277778,-67.43281133333333,34.4917,15.32944,306,2019,34.4917,-10751722.872
-46.5581335,-67.43281133888891,34.4918,15.32972,306,2019,34.4918,-10751560.885
-46.55813349722223,-67.43281134722223,34.492,15.33000,306,2019,34.4920,-10751399.333
-46.5581335,-67.43281135277778,34.4921,15.33028,306,2019,34.4921,-10751237.311
-46.55813350277778,-67.43281136111112,34.4925,15.33055,306,2019,34.4925,-10751075.082
-46.558133505555546,-67.43281136388889,34.4925,15.33083,306,2019,34.4925,-10750912.553
-46.55813350277778,-67.43281136944447,34.4922,15.33111,306,2019,34.4922,-10750750.484
-46.55813350277778,-67.43281137777778,34.4922,15.33139,306,2019,34.4922,-10750587.939
-46.55813349722223,-67.43281138611111,34.4923,15.33166,306,2019,34.4923,-10750425.377
-46.55813349722223,-67.43281139166668,34.4919,15.33194,306,2019,34.4919,-10750262.440
-46.55813349722223,-67.43281139722222,34.4908,15.33222,306,2019,34.4908,-10750099.545
-46.55813349722223,-67.43281140555557,34.4903,15.33250,306,2019,34.4903,-10749936.233
-46.55813349722223,-67.4328114138889,34.4902,15.33278,306,2019,34.4902,-10749772.778
-46.5581335,-67.43281141944443,34.4892,15.33305,306,2019,34.4892,-10749609.235
-46.5581335,-67.43281142777779,34.4885,15.33333,306,2019,34.4885,-10749445.738
-46.55813349444445,-67.43281143055559,34.4868,15.33361,306,2019,34.4868,-10749282.348
-46.558133488888885,-67.43281143611111,34.4854,15.33389,306,2019,34.4854,-10749119.148
-46.55813348333332,-67.43281144166669,34.484,15.33416,306,2019,34.4840,-10748955.973
-46.55813347499999,-67.43281144722222,34.4832,15.33444,306,2019,34.4832,-10748792.943
-46.558133477777766,-67.43281145555557,34.4828,15.33472,306,2019,34.4828,-10748629.970
