index,name,longitude,latitude,elevation,collection start,collection end,solution status,lateral rms,sample count,antenna height
1,Point 1,-65.7387092745167,-44.842177643799964,30.329720499999972,2019-11-11 18:30:32 UTC,2019-11-11 18:32:32 UTC,SINGLE,0.0924,600.0,1.775
2,Point 2,-65.73858284424833,-44.84218372828168,28.6382185,2019-11-11 18:35:13 UTC,2019-11-11 18:37:13 UTC,SINGLE,0.0616,600.0,1.775
